county,month,labor_force,employed,unemployed,unemployment_rate
Ontario,2009-10,56700,52700,4000,7.1
Orange,2009-10,180400,165900,14500,8.0
Orleans,2009-10,19100,17500,1600,8.2
Oswego,2009-10,59400,53900,5600,9.4
Otsego,2009-10,31400,29200,2200,7.0
Putnam,2009-10,54600,50700,3900,7.1
Queens,2009-10,1127500,1025000,102500,9.1
Rensselaer,2009-10,83300,77100,6200,7.4
Richmond,2009-10,245400,223800,21600,8.8
Rockland,2009-10,152700,141600,11100,7.2
Saratoga,2009-10,121200,113400,7800,6.4
Schenectady,2009-10,76400,70600,5800,7.6
Schoharie,2009-10,15300,14100,1200,7.8
Schuyler,2009-10,10200,9400,800,7.7
Seneca,2009-10,17200,15900,1300,7.3
St. Lawrence,2009-10,50000,45400,4700,9.3
Steuben,2009-10,45900,41600,4400,9.5
Suffolk,2009-10,787300,728700,58600,7.4
Sullivan,2009-10,35000,32000,3000,8.7
Tioga,2009-10,26100,24000,2100,7.9
Tompkins,2009-10,58100,54700,3400,5.8
Ulster,2009-10,89800,82800,7000,7.8
Warren,2009-10,36000,33300,2700,7.5
Washington,2009-10,32200,29800,2300,7.2
Wayne,2009-10,47300,43600,3700,7.7
Westchester,2009-10,483500,447800,35600,7.4
Wyoming,2009-10,20700,19000,1700,8.2
Yates,2009-10,13500,12700,800,6.2
Albany,2009-11,157400,146600,10800,6.8
Allegany,2009-11,24400,22400,2000,8.4
Bronx,2009-11,535200,465500,69600,13.0
Broome,2009-11,96500,88300,8200,8.5
Cattaraugus,2009-11,41400,37700,3700,8.9
Cayuga,2009-11,41400,38000,3400,8.2
Chautauqua,2009-11,64200,58700,5400,8.5
Chemung,2009-11,40800,37200,3600,8.7
Chenango,2009-11,23800,21700,2200,9.1
Clinton,2009-11,39600,36100,3600,9.0
Columbia,2009-11,31000,28700,2300,7.4
Cortland,2009-11,24500,22400,2200,8.8
Delaware,2009-11,21800,20000,1900,8.5
Dutchess,2009-11,144400,133100,11400,7.9
Erie,2009-11,468800,431000,37700,8.1
Essex,2009-11,17400,15800,1700,9.5
Franklin,2009-11,22800,20800,1900,8.5
Fulton,2009-11,27100,24400,2700,9.9
Genesee,2009-11,32400,29800,2500,7.8
Greene,2009-11,23400,21300,2000,8.7
Hamilton,2009-11,2800,2600,300,9.5
Herkimer,2009-11,31000,28500,2600,8.2
Jefferson,2009-11,49100,44600,4500,9.1
Kings,2009-11,1118300,999900,118400,10.6
Lewis,2009-11,12600,11500,1000,8.3
Livingston,2009-11,32000,29200,2800,8.6
Madison,2009-11,35700,32900,2800,7.9
Monroe,2009-11,373200,343200,29900,8.0
Montgomery,2009-11,24300,22000,2300,9.4
Nassau,2009-11,686300,638500,47900,7.0
New York,2009-11,925800,845600,80200,8.7
Niagara,2009-11,112700,102800,10000,8.8
Oneida,2009-11,109700,101600,8100,7.4
Onondaga,2009-11,232400,214100,18300,7.9
Ontario,2009-11,56500,52400,4100,7.3
Orange,2009-11,179800,165500,14300,7.9
Orleans,2009-11,19100,17400,1700,8.8
Oswego,2009-11,59500,53700,5800,9.7
Otsego,2009-11,31200,28900,2300,7.3
Putnam,2009-11,54600,50800,3800,7.0
Queens,2009-11,1125300,1025400,99800,8.9
Rensselaer,2009-11,82900,76900,6100,7.3
Richmond,2009-11,245000,223900,21100,8.6
Rockland,2009-11,152300,141700,10600,7.0
Saratoga,2009-11,120900,113100,7800,6.5
Schenectady,2009-11,76200,70500,5800,7.6
Schoharie,2009-11,15300,14000,1300,8.2
Schuyler,2009-11,10000,9100,800,8.4
Seneca,2009-11,17200,15900,1300,7.4
St. Lawrence,2009-11,49800,45000,4800,9.6
Steuben,2009-11,45900,41500,4400,9.5
Suffolk,2009-11,785300,726700,58500,7.5
Sullivan,2009-11,34600,31500,3100,8.9
Tioga,2009-11,26000,23800,2200,8.6
Tompkins,2009-11,57900,54600,3300,5.7
Ulster,2009-11,89500,82500,7000,7.8
Warren,2009-11,35500,32500,3000,8.6
Washington,2009-11,31500,29100,2400,7.6
Wayne,2009-11,47200,43400,3800,8.1
Westchester,2009-11,482800,448200,34600,7.2
Wyoming,2009-11,20700,18800,1900,9.1
Yates,2009-11,13400,12500,900,6.4
Albany,2009-12,155900,144800,11100,7.1
Allegany,2009-12,24300,22100,2200,9.1
Bronx,2009-12,535200,463800,71400,13.3
Broome,2009-12,96000,87300,8700,9.1
Cattaraugus,2009-12,41300,37400,4000,9.6
Cayuga,2009-12,41000,37300,3700,9.0
Chautauqua,2009-12,63800,57800,6000,9.4
Chemung,2009-12,40600,36900,3700,9.1
Chenango,2009-12,23700,21400,2300,9.9
Clinton,2009-12,39000,35200,3800,9.8
Columbia,2009-12,30700,28300,2400,7.9
Cortland,2009-12,24600,22200,2400,9.8
Delaware,2009-12,21600,19700,2000,9.0
Dutchess,2009-12,143700,132000,11700,8.1
Erie,2009-12,466600,426300,40300,8.6
Essex,2009-12,17900,16000,1900,10.7
Franklin,2009-12,22800,20700,2100,9.2
Fulton,2009-12,26900,24000,3000,11.0
Genesee,2009-12,32200,29400,2800,8.7
Greene,2009-12,23800,21600,2200,9.2
Hamilton,2009-12,2800,2500,300,10.9
Herkimer,2009-12,31000,28100,2900,9.4
Jefferson,2009-12,48900,43900,4900,10.1
Kings,2009-12,1115200,996100,119100,10.7
Lewis,2009-12,12500,11200,1300,10.1
Livingston,2009-12,32000,29000,3100,9.6
Madison,2009-12,35800,32600,3200,9.0
Monroe,2009-12,371100,340500,30700,8.3
Montgomery,2009-12,24100,21700,2500,10.3
Nassau,2009-12,685500,636600,48800,7.1
New York,2009-12,922200,842400,79900,8.7
Niagara,2009-12,112500,101700,10800,9.6
Oneida,2009-12,109200,100500,8700,8.0
Onondaga,2009-12,230700,211900,18900,8.2
Ontario,2009-12,56800,52000,4800,8.5
Orange,2009-12,178900,164200,14700,8.2
Orleans,2009-12,19200,17300,1900,10.1
Oswego,2009-12,59800,53200,6700,11.2
Otsego,2009-12,31000,28500,2500,8.0
Putnam,2009-12,54400,50500,3900,7.2
Queens,2009-12,1122000,1021600,100400,9.0
Rensselaer,2009-12,82400,75900,6500,7.9
Richmond,2009-12,244500,223100,21400,8.8
Rockland,2009-12,151800,141000,10900,7.2
Saratoga,2009-12,120100,111700,8400,7.0
Schenectady,2009-12,75600,69600,6000,7.9
Schoharie,2009-12,15400,13900,1500,9.8
Schuyler,2009-12,9900,8900,1000,9.9
Seneca,2009-12,17100,15700,1400,8.2
St. Lawrence,2009-12,49500,44300,5200,10.5
Steuben,2009-12,45400,40600,4800,10.5
Suffolk,2009-12,785400,724600,60800,7.7
Sullivan,2009-12,34400,31000,3400,9.9
Tioga,2009-12,25900,23500,2400,9.3
Tompkins,2009-12,57400,54000,3400,6.0
Ulster,2009-12,88800,81400,7400,8.3
Warren,2009-12,35200,31800,3400,9.8
Washington,2009-12,31000,28500,2600,8.3
Wayne,2009-12,47400,43000,4300,9.1
Westchester,2009-12,481400,445800,35600,7.4
Wyoming,2009-12,20700,18500,2200,10.4
Yates,2009-12,13100,12200,1000,7.5
Albany,2010-01,161800,149400,12400,7.7
Allegany,2010-01,23800,21300,2500,10.5
Bronx,2010-01,583000,508400,74600,12.8
Broome,2010-01,98900,88900,10000,10.1
Cattaraugus,2010-01,40500,36200,4400,10.8
Cayuga,2010-01,39400,35300,4100,10.5
Chautauqua,2010-01,63100,56600,6500,10.4
Chemung,2010-01,41800,37800,4000,9.6
Chenango,2010-01,23700,21100,2700,11.2
Clinton,2010-01,39700,35300,4300,10.9
Columbia,2010-01,31900,29200,2700,8.6
Cortland,2010-01,24500,21700,2800,11.3
Delaware,2010-01,22100,19700,2300,10.5
Dutchess,2010-01,147900,135100,12800,8.6
Erie,2010-01,466900,423000,43900,9.4
Essex,2010-01,19000,16900,2100,11.1
Franklin,2010-01,22200,19900,2300,10.5
Fulton,2010-01,26400,23200,3300,12.4
Genesee,2010-01,31400,28300,3200,10.1
Greene,2010-01,22700,20400,2300,10.2
Hamilton,2010-01,2400,2100,300,12.9
Herkimer,2010-01,31600,28400,3300,10.3
Jefferson,2010-01,49400,44000,5400,11.0
Kings,2010-01,1164300,1039200,125000,10.7
Lewis,2010-01,12800,11300,1500,11.4
Livingston,2010-01,32900,29700,3200,9.8
Madison,2010-01,35700,32200,3500,9.9
Monroe,2010-01,377800,344300,33400,8.8
Montgomery,2010-01,24100,21200,2800,11.8
Nassau,2010-01,686700,632900,53700,7.8
New York,2010-01,884900,798700,86200,9.7
Niagara,2010-01,108700,96500,12200,11.2
Oneida,2010-01,112000,102200,9800,8.8
Onondaga,2010-01,236800,215800,21000,8.9
Ontario,2010-01,56700,51500,5200,9.1
Orange,2010-01,180700,164900,15900,8.8
Orleans,2010-01,19200,17000,2200,11.2
Oswego,2010-01,59300,52000,7300,12.2
Otsego,2010-01,31200,28300,2900,9.4
Putnam,2010-01,52100,47900,4200,8.0
Queens,2010-01,1108900,1002800,106200,9.6
Rensselaer,2010-01,85000,77500,7500,8.8
Richmond,2010-01,217300,195200,22100,10.2
Rockland,2010-01,149200,137200,12100,8.1
Saratoga,2010-01,118500,109100,9400,7.9
Schenectady,2010-01,79100,72500,6600,8.4
Schoharie,2010-01,16100,14300,1700,10.8
Schuyler,2010-01,8900,7900,1100,11.9
Seneca,2010-01,16300,14700,1600,9.8
St. Lawrence,2010-01,49600,43700,5800,11.8
Steuben,2010-01,47600,42400,5300,11.0
Suffolk,2010-01,774500,707400,67100,8.7
Sullivan,2010-01,35700,32000,3700,10.5
Tioga,2010-01,26900,24300,2600,9.5
Tompkins,2010-01,53300,49600,3700,7.0
Ulster,2010-01,92700,84500,8200,8.8
Warren,2010-01,33800,30000,3800,11.3
Washington,2010-01,29700,26700,3000,10.1
Wayne,2010-01,47600,42600,5000,10.4
Westchester,2010-01,476900,438000,38800,8.1
Wyoming,2010-01,19700,17300,2400,12.2
Yates,2010-01,12200,11100,1100,9.2
Albany,2010-02,161700,149500,12300,7.6
Allegany,2010-02,24800,22200,2600,10.4
Bronx,2010-02,587700,513800,74000,12.6
Broome,2010-02,98500,88700,9900,10.0
Cattaraugus,2010-02,40600,36200,4400,10.9
Cayuga,2010-02,39600,35300,4200,10.6
Chautauqua,2010-02,63500,56600,6800,10.8
Chemung,2010-02,41400,37400,4000,9.7
Chenango,2010-02,23600,21000,2700,11.3
Clinton,2010-02,39800,35600,4200,10.6
Columbia,2010-02,31800,29000,2800,8.8
Cortland,2010-02,24900,22200,2700,10.8
Delaware,2010-02,22300,19900,2300,10.5
Dutchess,2010-02,148400,135600,12800,8.7
Erie,2010-02,464500,420400,44100,9.5
Essex,2010-02,18900,16800,2200,11.5
Franklin,2010-02,22400,20100,2400,10.6
Fulton,2010-02,26300,23000,3200,12.3
Genesee,2010-02,31300,28100,3200,10.2
Greene,2010-02,22600,20200,2300,10.4
Hamilton,2010-02,2400,2100,300,13.7
Herkimer,2010-02,31600,28300,3400,10.6
Jefferson,2010-02,49300,43700,5600,11.4
Kings,2010-02,1174800,1051000,123800,10.5
Lewis,2010-02,12800,11300,1500,11.8
Livingston,2010-02,32900,29600,3300,10.1
Madison,2010-02,35700,32200,3500,9.9
Monroe,2010-02,377300,343600,33700,8.9
Montgomery,2010-02,23900,21000,2900,12.1
Nassau,2010-02,682600,628000,54600,8.0
New York,2010-02,892700,808000,84800,9.5
Niagara,2010-02,108200,95900,12400,11.4
Oneida,2010-02,111600,101800,9800,8.8
Onondaga,2010-02,236900,215800,21100,8.9
Ontario,2010-02,56600,51400,5200,9.1
Orange,2010-02,179700,163600,16100,8.9
Orleans,2010-02,19100,17000,2100,11.2
Oswego,2010-02,59400,52000,7300,12.4
Otsego,2010-02,31500,28500,3000,9.4
Putnam,2010-02,52300,48100,4200,8.0
Queens,2010-02,1118800,1013800,104900,9.4
Rensselaer,2010-02,85000,77600,7400,8.8
Richmond,2010-02,219000,197000,22000,10.0
Rockland,2010-02,148500,136400,12200,8.2
Saratoga,2010-02,118800,109200,9600,8.0
Schenectady,2010-02,79300,72600,6700,8.4
Schoharie,2010-02,16100,14300,1800,11.0
Schuyler,2010-02,9000,7900,1100,11.8
Seneca,2010-02,16300,14700,1600,10.0
St. Lawrence,2010-02,50400,44600,5800,11.5
Steuben,2010-02,47600,42300,5300,11.2
Suffolk,2010-02,769600,701400,68200,8.9
Sullivan,2010-02,35700,31900,3800,10.7
Tioga,2010-02,26800,24200,2600,9.5
Tompkins,2010-02,55800,52100,3700,6.6
Ulster,2010-02,92800,84700,8200,8.8
Warren,2010-02,33700,29800,3800,11.4
Washington,2010-02,29600,26500,3100,10.5
Wayne,2010-02,47500,42500,5000,10.5
Westchester,2010-02,475100,435900,39300,8.3
Wyoming,2010-02,19500,17100,2400,12.5
Yates,2010-02,12200,11000,1100,9.4
Albany,2010-03,161900,150300,11600,7.2
Allegany,2010-03,24800,22300,2500,10.0
Bronx,2010-03,587300,515300,72000,12.3
Broome,2010-03,98500,89000,9400,9.6
Cattaraugus,2010-03,40500,36300,4200,10.4
Cayuga,2010-03,39500,35400,4000,10.1
Chautauqua,2010-03,63700,57200,6500,10.2
Chemung,2010-03,41400,37600,3800,9.3
Chenango,2010-03,23500,21000,2500,10.8
Clinton,2010-03,39800,35600,4300,10.7
Columbia,2010-03,31800,29200,2600,8.3
Cortland,2010-03,24600,22100,2600,10.4
Delaware,2010-03,22200,20000,2200,9.9
Dutchess,2010-03,149000,136800,12200,8.2
Erie,2010-03,466300,423900,42400,9.1
Essex,2010-03,18700,16600,2100,11.2
Franklin,2010-03,22400,20100,2300,10.3
Fulton,2010-03,26400,23200,3100,11.9
Genesee,2010-03,31300,28300,3000,9.6
Greene,2010-03,22200,20000,2200,10.0
Hamilton,2010-03,2400,2100,300,13.4
Herkimer,2010-03,31700,28400,3300,10.3
Jefferson,2010-03,49700,44300,5400,10.9
Kings,2010-03,1173600,1053700,119900,10.2
Lewis,2010-03,12700,11200,1500,11.6
Livingston,2010-03,32800,29700,3100,9.4
Madison,2010-03,35600,32200,3400,9.5
Monroe,2010-03,378400,346200,32200,8.5
Montgomery,2010-03,23900,21200,2700,11.4
Nassau,2010-03,688300,636400,51900,7.5
New York,2010-03,891500,809900,81600,9.2
Niagara,2010-03,108600,96600,11900,11.0
Oneida,2010-03,111700,102400,9300,8.4
Onondaga,2010-03,236900,216500,20400,8.6
Ontario,2010-03,56600,51700,4900,8.6
Orange,2010-03,180500,165200,15300,8.5
Orleans,2010-03,19100,17100,2100,10.7
Oswego,2010-03,59200,52200,7000,11.8
Otsego,2010-03,31500,28800,2700,8.7
Putnam,2010-03,52500,48600,4000,7.6
Queens,2010-03,1118200,1016500,101600,9.1
Rensselaer,2010-03,85100,78000,7100,8.3
Richmond,2010-03,219100,197800,21300,9.7
Rockland,2010-03,149200,137600,11600,7.8
Saratoga,2010-03,118800,109800,9000,7.6
Schenectady,2010-03,79400,73000,6400,8.1
Schoharie,2010-03,16000,14400,1700,10.3
Schuyler,2010-03,9000,8000,1000,11.4
Seneca,2010-03,16300,14700,1500,9.4
St. Lawrence,2010-03,50300,44700,5600,11.1
Steuben,2010-03,47400,42300,5100,10.8
Suffolk,2010-03,775800,711000,64800,8.4
Sullivan,2010-03,35900,32100,3700,10.4
Tioga,2010-03,26800,24300,2400,9.1
Tompkins,2010-03,55700,52200,3400,6.2
Ulster,2010-03,93700,86000,7800,8.3
Warren,2010-03,33600,29900,3700,11.1
Washington,2010-03,29500,26500,3000,10.1
Wayne,2010-03,47500,42700,4800,10.1
Westchester,2010-03,477200,439700,37500,7.9
Wyoming,2010-03,19500,17100,2300,12.0
Yates,2010-03,12100,11100,1100,8.8
Albany,2010-04,162400,151300,11100,6.8
Allegany,2010-04,25000,22600,2300,9.3
Bronx,2010-04,588200,518500,69700,11.8
Broome,2010-04,98700,90100,8600,8.7
Cattaraugus,2010-04,39900,36100,3900,9.7
Cayuga,2010-04,40000,36500,3500,8.8
Chautauqua,2010-04,63500,57500,5900,9.4
Chemung,2010-04,41500,37900,3600,8.7
Chenango,2010-04,23700,21400,2200,9.5
Clinton,2010-04,40100,36000,4100,10.3
Columbia,2010-04,32400,30000,2400,7.4
Cortland,2010-04,24800,22500,2200,9.0
Delaware,2010-04,22600,20600,2000,8.7
Dutchess,2010-04,149600,138000,11600,7.7
Erie,2010-04,465400,426400,39000,8.4
Essex,2010-04,18100,16200,1900,10.4
Franklin,2010-04,22200,20000,2100,9.6
Fulton,2010-04,26200,23400,2800,10.7
Genesee,2010-04,31600,29000,2600,8.2
Greene,2010-04,21700,19700,2100,9.6
Hamilton,2010-04,2400,2100,300,12.9
Herkimer,2010-04,31700,28900,2800,8.9
Jefferson,2010-04,49700,44900,4700,9.5
Kings,2010-04,1177200,1060300,117000,9.9
Lewis,2010-04,12700,11400,1200,9.7
Livingston,2010-04,32900,30200,2700,8.2
Madison,2010-04,35800,32900,3000,8.3
Monroe,2010-04,378500,347800,30700,8.1
Montgomery,2010-04,24100,21700,2400,10.1
Nassau,2010-04,691300,642500,48800,7.1
New York,2010-04,892700,815000,77700,8.7
Niagara,2010-04,108100,97400,10700,9.9
Oneida,2010-04,112300,103800,8500,7.5
Onondaga,2010-04,238200,219000,19200,8.0
Ontario,2010-04,56500,52300,4200,7.5
Orange,2010-04,181300,166800,14600,8.0
Orleans,2010-04,19200,17400,1800,9.6
Oswego,2010-04,59000,52900,6100,10.3
Otsego,2010-04,32000,29600,2400,7.5
Putnam,2010-04,52700,48900,3800,7.2
Queens,2010-04,1120500,1022900,97500,8.7
Rensselaer,2010-04,85200,78600,6500,7.7
Richmond,2010-04,219200,198700,20500,9.4
Rockland,2010-04,149700,138700,11000,7.4
Saratoga,2010-04,119000,110800,8200,6.9
Schenectady,2010-04,79500,73500,6000,7.5
Schoharie,2010-04,16000,14600,1400,8.7
Schuyler,2010-04,9000,8200,900,9.7
Seneca,2010-04,16400,15100,1400,8.3
St. Lawrence,2010-04,51000,45600,5400,10.5
Steuben,2010-04,47800,43100,4800,9.9
Suffolk,2010-04,777600,718100,59500,7.7
Sullivan,2010-04,36000,32700,3300,9.2
Tioga,2010-04,26800,24700,2100,8.0
Tompkins,2010-04,56200,53000,3300,5.8
Ulster,2010-04,94400,87200,7200,7.6
Warren,2010-04,33800,30600,3200,9.5
Washington,2010-04,29900,27400,2500,8.5
Wayne,2010-04,47600,43300,4200,8.9
Westchester,2010-04,477900,443100,34800,7.3
Wyoming,2010-04,19500,17700,1900,9.6
Yates,2010-04,12400,11400,900,7.7
Albany,2010-05,162300,151300,11000,6.8
Allegany,2010-05,24600,22400,2200,8.9
Bronx,2010-05,583600,516200,67500,11.6
Broome,2010-05,98700,90300,8400,8.5
Cattaraugus,2010-05,39900,36200,3700,9.2
Cayuga,2010-05,40300,37000,3300,8.1
Chautauqua,2010-05,64400,58800,5600,8.7
Chemung,2010-05,41600,38100,3500,8.5
Chenango,2010-05,23800,21700,2100,8.8
Clinton,2010-05,40300,36400,3900,9.6
Columbia,2010-05,32700,30400,2300,7.1
Cortland,2010-05,24600,22500,2000,8.3
Delaware,2010-05,22800,20900,1900,8.3
Dutchess,2010-05,150100,138700,11400,7.6
Erie,2010-05,465500,427900,37700,8.1
Essex,2010-05,18400,16700,1600,8.9
Franklin,2010-05,22300,20400,1900,8.7
Fulton,2010-05,26200,23400,2700,10.4
Genesee,2010-05,32500,30100,2400,7.4
Greene,2010-05,22000,20000,2000,9.1
Hamilton,2010-05,2500,2200,200,9.6
Herkimer,2010-05,31800,29200,2600,8.2
Jefferson,2010-05,50900,46600,4300,8.5
Kings,2010-05,1168700,1055200,113500,9.7
Lewis,2010-05,12900,11800,1100,8.2
Livingston,2010-05,32900,30400,2500,7.7
Madison,2010-05,35700,32900,2800,7.8
Monroe,2010-05,378500,348400,30200,8.0
Montgomery,2010-05,24100,21800,2300,9.6
Nassau,2010-05,692300,643500,48800,7.1
New York,2010-05,886400,811000,75400,8.5
Niagara,2010-05,107900,97800,10000,9.3
Oneida,2010-05,112800,104700,8200,7.2
Onondaga,2010-05,237400,218500,18900,8.0
Ontario,2010-05,56500,52400,4000,7.1
Orange,2010-05,181400,167100,14300,7.9
Orleans,2010-05,19200,17500,1700,8.8
Oswego,2010-05,58800,52800,6000,10.1
Otsego,2010-05,32200,30000,2200,6.9
Putnam,2010-05,52900,49100,3800,7.1
Queens,2010-05,1112600,1018100,94500,8.5
Rensselaer,2010-05,85000,78600,6400,7.5
Richmond,2010-05,217700,197800,19900,9.2
Rockland,2010-05,149700,138700,11000,7.4
Saratoga,2010-05,118700,110800,7900,6.7
Schenectady,2010-05,79400,73500,5900,7.4
Schoharie,2010-05,16000,14700,1300,8.1
Schuyler,2010-05,9100,8400,800,8.3
Seneca,2010-05,16500,15200,1300,7.8
St. Lawrence,2010-05,50800,45800,5000,9.8
Steuben,2010-05,47900,43400,4500,9.5
Suffolk,2010-05,778000,719500,58500,7.5
Sullivan,2010-05,36400,33300,3100,8.6
Tioga,2010-05,26800,24800,2100,7.7
Tompkins,2010-05,55600,52400,3200,5.8
Ulster,2010-05,94200,87000,7200,7.6
Warren,2010-05,34200,31400,2800,8.3
Washington,2010-05,30600,28200,2400,7.7
Wayne,2010-05,47600,43600,4000,8.4
Westchester,2010-05,477700,443200,34500,7.2
Wyoming,2010-05,19800,18100,1700,8.7
Yates,2010-05,12400,11600,900,6.9
Albany,2010-06,164400,152600,11800,7.2
Allegany,2010-06,24000,21700,2300,9.5
Bronx,2010-06,586800,516200,70600,12.0
Broome,2010-06,99600,90900,8700,8.7
Cattaraugus,2010-06,40000,36300,3700,9.2
Cayuga,2010-06,40900,37600,3300,8.0
Chautauqua,2010-06,65300,59600,5700,8.8
Chemung,2010-06,42400,38800,3600,8.5
Chenango,2010-06,24300,22200,2100,8.8
Clinton,2010-06,40400,36400,4000,10.0
Columbia,2010-06,33100,30800,2400,7.1
Cortland,2010-06,24200,22100,2100,8.9
Delaware,2010-06,23300,21300,2000,8.6
Dutchess,2010-06,151800,139900,11900,7.9
Erie,2010-06,470900,431900,39000,8.3
Essex,2010-06,19200,17600,1600,8.3
Franklin,2010-06,22500,20600,1900,8.5
Fulton,2010-06,26600,23900,2700,10.3
Genesee,2010-06,33200,30700,2400,7.3
Greene,2010-06,22600,20700,2000,8.8
Hamilton,2010-06,2700,2500,200,7.5
Herkimer,2010-06,32000,29500,2600,8.0
Jefferson,2010-06,51900,47600,4300,8.3
Kings,2010-06,1173600,1056100,117500,10.0
Lewis,2010-06,13300,12200,1100,8.0
Livingston,2010-06,33300,30600,2700,8.0
Madison,2010-06,36000,33100,2900,8.2
Monroe,2010-06,383400,352000,31300,8.2
Montgomery,2010-06,24500,22100,2400,9.7
Nassau,2010-06,705800,654900,50800,7.2
New York,2010-06,888400,811900,76500,8.6
Niagara,2010-06,108900,98700,10200,9.4
Oneida,2010-06,114300,105700,8600,7.5
Onondaga,2010-06,239600,220000,19600,8.2
Ontario,2010-06,57100,53000,4200,7.3
Orange,2010-06,184700,169900,14800,8.0
Orleans,2010-06,19500,17600,1800,9.4
Oswego,2010-06,59500,53200,6300,10.6
Otsego,2010-06,33000,30600,2400,7.3
Putnam,2010-06,53400,49500,3900,7.3
Queens,2010-06,1115600,1018700,96900,8.7
Rensselaer,2010-06,86000,79300,6700,7.8
Richmond,2010-06,218300,197600,20600,9.5
Rockland,2010-06,152800,141300,11500,7.5
Saratoga,2010-06,119900,111800,8100,6.8
Schenectady,2010-06,80300,74200,6100,7.6
Schoharie,2010-06,16200,14800,1400,8.6
Schuyler,2010-06,9200,8500,700,8.1
Seneca,2010-06,16800,15500,1300,7.8
St. Lawrence,2010-06,50100,44800,5200,10.5
Steuben,2010-06,48800,44200,4500,9.3
Suffolk,2010-06,792000,731900,60200,7.6
Sullivan,2010-06,37600,34400,3100,8.4
Tioga,2010-06,27000,24900,2100,7.8
Tompkins,2010-06,53400,49700,3700,6.9
Ulster,2010-06,95900,88500,7500,7.8
Warren,2010-06,35700,32900,2800,7.7
Washington,2010-06,31800,29500,2400,7.4
Wayne,2010-06,48100,43900,4200,8.7
Westchester,2010-06,487600,451800,35700,7.3
Wyoming,2010-06,20100,18300,1700,8.7
Yates,2010-06,12500,11600,900,7.0
Albany,2010-07,163400,151300,12100,7.4
Allegany,2010-07,23700,21400,2300,9.6
Bronx,2010-07,590800,517000,73800,12.5
Broome,2010-07,98100,89500,8600,8.8
Cattaraugus,2010-07,39900,36200,3800,9.4
Cayuga,2010-07,41600,38200,3400,8.2
Chautauqua,2010-07,67200,61600,5600,8.4
Chemung,2010-07,42000,38400,3600,8.5
Chenango,2010-07,24500,22300,2100,8.8
Clinton,2010-07,40100,36000,4100,10.2
Columbia,2010-07,33300,30900,2400,7.3
Cortland,2010-07,24100,21900,2100,8.9
Delaware,2010-07,23500,21400,2000,8.7
Dutchess,2010-07,152400,140300,12100,7.9
Erie,2010-07,468300,428200,40100,8.6
Essex,2010-07,20200,18700,1600,7.7
Franklin,2010-07,22900,21000,1900,8.4
Fulton,2010-07,26400,23600,2700,10.4
Genesee,2010-07,32900,30500,2400,7.3
Greene,2010-07,22800,20700,2100,9.1
Hamilton,2010-07,2900,2700,200,6.5
Herkimer,2010-07,32300,29800,2600,7.9
Jefferson,2010-07,52300,47900,4400,8.4
Kings,2010-07,1179500,1057400,122100,10.4
Lewis,2010-07,13300,12200,1100,8.1
Livingston,2010-07,33300,30700,2600,7.9
Madison,2010-07,36300,33300,2900,8.1
Monroe,2010-07,381500,349500,32000,8.4
Montgomery,2010-07,24200,21700,2500,10.3
Nassau,2010-07,704100,651500,52600,7.5
New York,2010-07,890500,812900,77700,8.7
Niagara,2010-07,108500,98000,10500,9.7
Oneida,2010-07,115100,106500,8600,7.5
Onondaga,2010-07,240000,220300,19700,8.2
Ontario,2010-07,56900,52800,4100,7.2
Orange,2010-07,185800,170400,15400,8.3
Orleans,2010-07,19600,17700,1900,9.8
Oswego,2010-07,59700,53300,6400,10.7
Otsego,2010-07,33100,30600,2500,7.4
Putnam,2010-07,53700,49600,4100,7.6
Queens,2010-07,1119200,1020100,99100,8.9
Rensselaer,2010-07,85600,78700,6900,8.1
Richmond,2010-07,220000,197800,22100,10.1
Rockland,2010-07,153600,141500,12100,7.9
Saratoga,2010-07,119200,110900,8300,7.0
Schenectady,2010-07,80000,73500,6500,8.1
Schoharie,2010-07,16300,14800,1500,9.0
Schuyler,2010-07,9300,8600,800,8.2
Seneca,2010-07,16800,15500,1300,7.9
